location,alias_city,alias_address,georeferencingString,type
PAITONE: Via Sarzena : COD.ASL 17132/3R,PAITONE,Via Sarzena,"Via Sarzena, PAITONE, BS, Lombardia, Italia",POINT
Agnosine : Via Circonvallazione,Agnosine,Via Circonvallazione,"Via Circonvallazione, Agnosine, BS, Lombardia, Italia",POINT
Sabbio Chiese : Via Caduti,Sabbio Chiese,Via Caduti,"Via Caduti, Sabbio Chiese, BS, Lombardia, Italia",POINT
Odolo : Via Praes,Odolo,Via Praes,"Via Praes, Odolo, BS, Lombardia, Italia",POINT
BIONE: Via Navezze : COD.ASL 17019/3R,BIONE,Via Navezze,"Via Navezze, BIONE, BS, Lombardia, Italia",POINT
AGNOSINE: Binzago : COD.ASL 17003/1R,AGNOSINE,Binzago,"Binzago, AGNOSINE, BS, Lombardia, Italia",POINT
AGNOSINE: Via Santella Mora : S.Andrea : COD.ASL 17003/5R,AGNOSINE,Via Santella Mora,"Via Santella Mora, AGNOSINE, BS, Lombardia, Italia",POINT
CASTO: Via Auro : COD.ASL 17044/5R,CASTO,Via Auro,"Via Auro, CASTO, BS, Lombardia, Italia",POINT
CASTO: Via Roma : Malpaga : COD.ASL 17044/7R,CASTO,Via Roma,"Via Roma, CASTO, BS, Lombardia, Italia",POINT
PRESEGLIE: Via Corsini : Quintilago : COD.ASL 17153/3R,PRESEGLIE,Via Corsini,"Via Corsini, PRESEGLIE, BS, Lombardia, Italia",POINT
Mura : Via V. Trainini,Mura,Via V. Trainini,"Via V. Trainini, Mura, BS, Lombardia, Italia",POINT
MURA: Veriano : COD.ASL 17115/2R,MURA,Veriano,"Veriano, MURA, BS, Lombardia, Italia",POINT
AGNOSINE: Casale : COD.ASL 17003/4R,AGNOSINE,Casale,"Casale, AGNOSINE, BS, Lombardia, Italia",POINT
CASTO: Via Comero : COD.ASL 17044/6R,CASTO,Via Comero,"Via Comero, CASTO, BS, Lombardia, Italia",POINT
CASTO: Via Famea : COD.ASL 17044/3R,CASTO,Via Famea,"Via Famea, CASTO, BS, Lombardia, Italia",POINT
PRESEGLIE: Via Nuova : Gazzane : COD.ASL 17153/2R,PRESEGLIE,Via Nuova,"Via Nuova, PRESEGLIE, BS, Lombardia, Italia",POINT
MURA: Via San Domenico : Posico : COD.ASL 17115/4R,MURA,Via San Domenico,"Via San Domenico, MURA, BS, Lombardia, Italia",POINT
Bione : Via Don G. Bazzoli,Bione,Via Don G. Bazzoli,"Via Don G. Bazzoli, Bione, BS, Lombardia, Italia",POINT
AGNOSINE: Via Roma : Trebbio Bassa : COD.ASL 17003/3R,AGNOSINE,Via Roma,"Via Roma, AGNOSINE, BS, Lombardia, Italia",POINT
"AGNOSINE: Via Roma, 47 : Trebbio Bassa",AGNOSINE,"Via Roma, 47","Via Roma, 47, AGNOSINE, BS, Lombardia, Italia",POINT
BIONE: Via Don Albino Festa : San Faustino : COD.ASL 17019/7R,BIONE,Via Don Albino Festa,"Via Don Albino Festa, BIONE, BS, Lombardia, Italia",POINT
CASTO: Via Briale : COD.ASL 17044/4R,CASTO,Via Briale,"Via Briale, CASTO, BS, Lombardia, Italia",POINT
VESTONE: Piazza Mercato : Nozza : COD.ASL 17197/5R,VESTONE,Piazza Mercato,"Piazza Mercato, VESTONE, BS, Lombardia, Italia",POINT
MURA: Via Castello : COD.ASL 17115/3R,MURA,Via Castello,"Via Castello, MURA, BS, Lombardia, Italia",POINT
ODOLO: Piazza Santa Maria Bambina : Cagnatico : COD.ASL 17121/3R,ODOLO,Piazza Santa Maria Bambina,"Piazza Santa Maria Bambina, ODOLO, BS, Lombardia, Italia",POINT
AGNOSINE: Via Disciplina : COD.ASL 17003/2R,AGNOSINE,Via Disciplina,"Via Disciplina, AGNOSINE, BS, Lombardia, Italia",POINT
BIONE: Via Bersenico Sotto : COD.ASL 17019/4R,BIONE,Via Bersenico Sotto,"Via Bersenico Sotto, BIONE, BS, Lombardia, Italia",POINT
CASTO: Via S.Giovanni : Piane : COD.ASL 17044/2R,CASTO,Via S.Giovanni,"Via S.Giovanni, CASTO, BS, Lombardia, Italia",POINT
VESTONE: Via Tesolo : COD.ASL 17197/1R,VESTONE,Via Tesolo,"Via Tesolo, VESTONE, BS, Lombardia, Italia",POINT
Agnosine : Via Circonvallazione,Agnosine,Via Circonvallazione,"Via Circonvallazione, Agnosine, BS, Lombardia, Italia",POINT
BIONE: Via Ariolo : Dossolo : COD.ASL 17019/2R,BIONE,Via Ariolo,"Via Ariolo, BIONE, BS, Lombardia, Italia",POINT
CASTO: Via Tito Speri : COD.ASL 17044/1R,CASTO,Via Tito Speri,"Via Tito Speri, CASTO, BS, Lombardia, Italia",POINT
MURA: Piazza Cavour : COD.ASL 17115/1R,MURA,Piazza Cavour,"Piazza Cavour, MURA, BS, Lombardia, Italia",POINT
ODOLO: Via Brescia : COD.ASL 17121/1R,ODOLO,Via Brescia,"Via Brescia, ODOLO, BS, Lombardia, Italia",POINT
ODOLO: Via Fratelli Scalvini : COD.ASL 17121/4R,ODOLO,Via Fratelli Scalvini,"Via Fratelli Scalvini, ODOLO, BS, Lombardia, Italia",POINT
CASTO: Via Piazza : Alone : COD.ASL 17044/8R,CASTO,Via Piazza,"Via Piazza, CASTO, BS, Lombardia, Italia",POINT
Odolo : Via Praes,Odolo,Via Praes,"Via Praes, Odolo, BS, Lombardia, Italia",POINT
MARMENTINO: Ville : COD.ASL 17105/1R ,MARMENTINO,Ville,"Ville, MARMENTINO, BS, Lombardia, Italia",POINT
MARMENTINO: Dosso : COD.ASL 17105/2R ,MARMENTINO,Dosso,"Dosso, MARMENTINO, BS, Lombardia, Italia",POINT
Marmentino : Strada Provinciale 50,Marmentino,Strada Provinciale 50,"Strada Provinciale 50, Marmentino, BS, Lombardia, Italia",POINT
PROVAGLIO VAL SABBIA: Via Roma : Arveaco : COD.ASL 17157/4R,PROVAGLIO VAL SABBIA,Via Roma,"Via Roma, PROVAGLIO VAL SABBIA, BS, Lombardia, Italia",POINT
SABBIO CHIESE: Via Bertella : COD.ASL 17168/7R,SABBIO CHIESE,Via Bertella,"Via Bertella, SABBIO CHIESE, BS, Lombardia, Italia",POINT
BARGHE: Fossane : COD.ASL 17012/2R,BARGHE,Fossane,"Fossane, BARGHE, BS, Lombardia, Italia",POINT
BARGHE: Via XXV Aprile : COD.ASL 17012/3R,BARGHE,Via XXV Aprile,"Via XXV Aprile, BARGHE, BS, Lombardia, Italia",POINT
PRESEGLIE: Via Corsini : Quintilago : COD.ASL 17153/3R,PRESEGLIE,Via Corsini,"Via Corsini, PRESEGLIE, BS, Lombardia, Italia",POINT
SABBIO CHIESE: Via San Giovanni : Pavone : COD.ASL 17168/5R,SABBIO CHIESE,Via San Giovanni,"Via San Giovanni, SABBIO CHIESE, BS, Lombardia, Italia",POINT
PERTICA ALTA: Belprato : COD.ASL 17139/2R,PERTICA ALTA,Belprato,"Belprato, PERTICA ALTA, BS, Lombardia, Italia",POINT
PRESEGLIE: Via Nuova : Gazzane : COD.ASL 17153/2R,PRESEGLIE,Via Nuova,"Via Nuova, PRESEGLIE, BS, Lombardia, Italia",POINT
PRESEGLIE: Via San Rocco,PRESEGLIE,Via San Rocco,"Via San Rocco, PRESEGLIE, BS, Lombardia, Italia",POINT
PROVAGLIO VAL SABBIA: Via VII Brigata Matteotti : Cesane : COD.ASL 17157/2R,PROVAGLIO VAL SABBIA,Via VII Brigata Matteotti,"Via VII Brigata Matteotti, PROVAGLIO VAL SABBIA, BS, Lombardia, Italia",POINT
SABBIO CHIESE: Via Odolo : Fornaci : COD.ASL 17168/4R,SABBIO CHIESE,Via Odolo,"Via Odolo, SABBIO CHIESE, BS, Lombardia, Italia",POINT
SABBIO CHIESE: Via San Martino : COD.ASL 17168/3R,SABBIO CHIESE,Via San Martino,"Via San Martino, SABBIO CHIESE, BS, Lombardia, Italia",POINT
VESTONE: Via Mocenigo : COD.ASL 17197/4R,VESTONE,Via Mocenigo,"Via Mocenigo, VESTONE, BS, Lombardia, Italia",POINT
VESTONE: Via Toccabelli : COD.ASL 17197/6R,VESTONE,Via Toccabelli,"Via Toccabelli, VESTONE, BS, Lombardia, Italia",POINT
PROVAGLIO VAL SABBIA: Via Milano : Cedessano : COD.ASL 17157/1R,PROVAGLIO VAL SABBIA,Via Milano,"Via Milano, PROVAGLIO VAL SABBIA, BS, Lombardia, Italia",POINT
VESTONE: Via Promo : COD.ASL 17197/3R,VESTONE,Via Promo,"Via Promo, VESTONE, BS, Lombardia, Italia",POINT
Preseglie : Via Roma,Preseglie,Via Roma,"Via Roma, Preseglie, BS, Lombardia, Italia",POINT
Vestone : Via M. Bettinzoli,Vestone,Via M. Bettinzoli,"Via M. Bettinzoli, Vestone, BS, Lombardia, Italia",POINT
SABBIO CHIESE: Via San Lorenzo : Clibbio : COD.ASL 17168/6R,SABBIO CHIESE,Via San Lorenzo,"Via San Lorenzo, SABBIO CHIESE, BS, Lombardia, Italia",POINT
TREVISO BRESCIANO: Via Valledrane : COD.ASL 17191/2R,TREVISO BRESCIANO,Via Valledrane,"Via Valledrane, TREVISO BRESCIANO, BS, Lombardia, Italia",POINT
VESTONE: Piazza Mercato : Nozza : COD.ASL 17197/5R,VESTONE,Piazza Mercato,"Piazza Mercato, VESTONE, BS, Lombardia, Italia",POINT
ODOLO: Piazza Santa Maria Bambina : Cagnatico : COD.ASL 17121/3R,ODOLO,Piazza Santa Maria Bambina,"Piazza Santa Maria Bambina, ODOLO, BS, Lombardia, Italia",POINT
AGNOSINE: Via Disciplina : COD.ASL 17003/2R,AGNOSINE,Via Disciplina,"Via Disciplina, AGNOSINE, BS, Lombardia, Italia",POINT
PROVAGLIO VAL SABBIA: Strada Provinciale 59 : Mastanico : COD.ASL 17157/3R,PROVAGLIO VAL SABBIA,Strada Provinciale 59,"Strada Provinciale 59, PROVAGLIO VAL SABBIA, BS, Lombardia, Italia",POINT
SABBIO CHIESE: Via Belvedere : COD.ASL 17168/2R,SABBIO CHIESE,Via Belvedere,"Via Belvedere, SABBIO CHIESE, BS, Lombardia, Italia",POINT
VESTONE: Via Chiese : COD.ASL 17197/2R,VESTONE,Via Chiese,"Via Chiese, VESTONE, BS, Lombardia, Italia",POINT
VESTONE: Via Tesolo : COD.ASL 17197/1R,VESTONE,Via Tesolo,"Via Tesolo, VESTONE, BS, Lombardia, Italia",POINT
PRESEGLIE: Piazza XX Settembre : COD.ASL 17153/1R,PRESEGLIE,Piazza XX Settembre,"Piazza XX Settembre, PRESEGLIE, BS, Lombardia, Italia",POINT
Sabbio Chiese : Via Caduti,Sabbio Chiese,Via Caduti,"Via Caduti, Sabbio Chiese, BS, Lombardia, Italia",POINT
ODOLO: Via Brescia : COD.ASL 17121/1R,ODOLO,Via Brescia,"Via Brescia, ODOLO, BS, Lombardia, Italia",POINT
ODOLO: Via Fratelli Scalvini : COD.ASL 17121/4R,ODOLO,Via Fratelli Scalvini,"Via Fratelli Scalvini, ODOLO, BS, Lombardia, Italia",POINT
Odolo : Via Praes,Odolo,Via Praes,"Via Praes, Odolo, BS, Lombardia, Italia",POINT
SALE MARASINO: Villaggio Motta : COD.ASL 17169/4R ,SALE MARASINO,Villaggio Motta,"Villaggio Motta, SALE MARASINO, BS, Lombardia, Italia",POINT
SALE MARASINO: Via Valle : COD.ASL 17169/1R ,SALE MARASINO,Via Valle,"Via Valle, SALE MARASINO, BS, Lombardia, Italia",POINT
SALE MARASINO: Via Dante : COD.ASL 17169/5R ,SALE MARASINO,Via Dante,"Via Dante, SALE MARASINO, BS, Lombardia, Italia",POINT
PROVAGLIO VAL SABBIA: Via Roma : Arveaco : COD.ASL 17157/4R,PROVAGLIO VAL SABBIA,Via Roma,"Via Roma, PROVAGLIO VAL SABBIA, BS, Lombardia, Italia",POINT
SABBIO CHIESE: Via Bertella : COD.ASL 17168/7R,SABBIO CHIESE,Via Bertella,"Via Bertella, SABBIO CHIESE, BS, Lombardia, Italia",POINT
TREVISO BRESCIANO: Via Roma : Trebbio : COD.ASL 17191/1R,TREVISO BRESCIANO,Via Roma,"Via Roma, TREVISO BRESCIANO, BS, Lombardia, Italia",POINT
BARGHE: Fossane : COD.ASL 17012/2R,BARGHE,Fossane,"Fossane, BARGHE, BS, Lombardia, Italia",POINT
BARGHE: Via XXV Aprile : COD.ASL 17012/3R,BARGHE,Via XXV Aprile,"Via XXV Aprile, BARGHE, BS, Lombardia, Italia",POINT
SABBIO CHIESE: Via San Giovanni : Pavone : COD.ASL 17168/5R,SABBIO CHIESE,Via San Giovanni,"Via San Giovanni, SABBIO CHIESE, BS, Lombardia, Italia",POINT
PROVAGLIO VAL SABBIA: Via VII Brigata Matteotti : Cesane : COD.ASL 17157/2R,PROVAGLIO VAL SABBIA,Via VII Brigata Matteotti,"Via VII Brigata Matteotti, PROVAGLIO VAL SABBIA, BS, Lombardia, Italia",POINT
SABBIO CHIESE: Via Odolo : Fornaci : COD.ASL 17168/4R,SABBIO CHIESE,Via Odolo,"Via Odolo, SABBIO CHIESE, BS, Lombardia, Italia",POINT
SABBIO CHIESE: Via San Martino : COD.ASL 17168/3R,SABBIO CHIESE,Via San Martino,"Via San Martino, SABBIO CHIESE, BS, Lombardia, Italia",POINT
VESTONE: Via Toccabelli : COD.ASL 17197/6R,VESTONE,Via Toccabelli,"Via Toccabelli, VESTONE, BS, Lombardia, Italia",POINT
Treviso Bresciano : Via Roma (Trebbio),Treviso Bresciano,Via Roma (Trebbio),"Via Roma (Trebbio), Treviso Bresciano, BS, Lombardia, Italia",POINT
PROVAGLIO VAL SABBIA: Via Milano : Cedessano : COD.ASL 17157/1R,PROVAGLIO VAL SABBIA,Via Milano,"Via Milano, PROVAGLIO VAL SABBIA, BS, Lombardia, Italia",POINT
VESTONE: Via Promo : COD.ASL 17197/3R,VESTONE,Via Promo,"Via Promo, VESTONE, BS, Lombardia, Italia",POINT
Vestone : Via M. Bettinzoli,Vestone,Via M. Bettinzoli,"Via M. Bettinzoli, Vestone, BS, Lombardia, Italia",POINT
TREVISO BRESCIANO: Via Valledrane : COD.ASL 17191/2R,TREVISO BRESCIANO,Via Valledrane,"Via Valledrane, TREVISO BRESCIANO, BS, Lombardia, Italia",POINT
VOBARNO: Via Comunale : Carpeneda : COD.ASL 17204/5R,VOBARNO,Via Comunale,"Via Comunale, VOBARNO, BS, Lombardia, Italia",POINT
IDRO: Via Trento : COD.ASL 17082/1R,IDRO,Via Trento,"Via Trento, IDRO, BS, Lombardia, Italia",POINT
PROVAGLIO VAL SABBIA: Strada Provinciale 59 : Mastanico : COD.ASL 17157/3R,PROVAGLIO VAL SABBIA,Strada Provinciale 59,"Strada Provinciale 59, PROVAGLIO VAL SABBIA, BS, Lombardia, Italia",POINT
SABBIO CHIESE: Via Belvedere : COD.ASL 17168/2R,SABBIO CHIESE,Via Belvedere,"Via Belvedere, SABBIO CHIESE, BS, Lombardia, Italia",POINT
VESTONE: Via Chiese : COD.ASL 17197/2R,VESTONE,Via Chiese,"Via Chiese, VESTONE, BS, Lombardia, Italia",POINT
VOBARNO: Piazza Chiesa : Teglie : COD.ASL 17204/4R,VOBARNO,Piazza Chiesa,"Piazza Chiesa, VOBARNO, BS, Lombardia, Italia",POINT
VOBARNO: Via Nalmase : Rango : COD.ASL 17204/9R,VOBARNO,Via Nalmase,"Via Nalmase, VOBARNO, BS, Lombardia, Italia",POINT
Sabbio Chiese : Via Caduti,Sabbio Chiese,Via Caduti,"Via Caduti, Sabbio Chiese, BS, Lombardia, Italia",POINT
IDRO: Via Treviso Bresciano : COD.ASL 17082/5R,IDRO,Via Treviso Bresciano,"Via Treviso Bresciano, IDRO, BS, Lombardia, Italia",POINT
VOBARNO: Via Carvanno : Carvanno : COD.ASL 17204/7R,VOBARNO,Via Carvanno,"Via Carvanno, VOBARNO, BS, Lombardia, Italia",POINT
BIONE: Via Navezze : COD.ASL 17019/3R,BIONE,Via Navezze,"Via Navezze, BIONE, BS, Lombardia, Italia",POINT
CASTO: Via Auro : COD.ASL 17044/5R,CASTO,Via Auro,"Via Auro, CASTO, BS, Lombardia, Italia",POINT
CASTO: Via Roma : Malpaga : COD.ASL 17044/7R,CASTO,Via Roma,"Via Roma, CASTO, BS, Lombardia, Italia",POINT
PERTICA ALTA: Noffo Alta : COD.ASL 17139/7R,PERTICA ALTA,Noffo Alta,"Noffo Alta, PERTICA ALTA, BS, Lombardia, Italia",POINT
Mura : Via V. Trainini,Mura,Via V. Trainini,"Via V. Trainini, Mura, BS, Lombardia, Italia",POINT
MURA: Veriano : COD.ASL 17115/2R,MURA,Veriano,"Veriano, MURA, BS, Lombardia, Italia",POINT
CASTO: Via Comero : COD.ASL 17044/6R,CASTO,Via Comero,"Via Comero, CASTO, BS, Lombardia, Italia",POINT
CASTO: Via Famea : COD.ASL 17044/3R,CASTO,Via Famea,"Via Famea, CASTO, BS, Lombardia, Italia",POINT
PERTICA ALTA: Belprato : COD.ASL 17139/2R,PERTICA ALTA,Belprato,"Belprato, PERTICA ALTA, BS, Lombardia, Italia",POINT
MURA: Via San Domenico : Posico : COD.ASL 17115/4R,MURA,Via San Domenico,"Via San Domenico, MURA, BS, Lombardia, Italia",POINT
Bione : Via Don G. Bazzoli,Bione,Via Don G. Bazzoli,"Via Don G. Bazzoli, Bione, BS, Lombardia, Italia",POINT
PERTICA ALTA: Lavino : COD.ASL 17139/5R,PERTICA ALTA,Lavino,"Lavino, PERTICA ALTA, BS, Lombardia, Italia",POINT
BIONE: Via Don Albino Festa : San Faustino : COD.ASL 17019/7R,BIONE,Via Don Albino Festa,"Via Don Albino Festa, BIONE, BS, Lombardia, Italia",POINT
CASTO: Via Briale : COD.ASL 17044/4R,CASTO,Via Briale,"Via Briale, CASTO, BS, Lombardia, Italia",POINT
PERTICA ALTA: Odeno : COD.ASL 17139/3R,PERTICA ALTA,Odeno,"Odeno, PERTICA ALTA, BS, Lombardia, Italia",POINT
VESTONE: Piazza Mercato : Nozza : COD.ASL 17197/5R,VESTONE,Piazza Mercato,"Piazza Mercato, VESTONE, BS, Lombardia, Italia",POINT
MURA: Via Castello : COD.ASL 17115/3R,MURA,Via Castello,"Via Castello, MURA, BS, Lombardia, Italia",POINT
BIONE: Via Bersenico Sotto : COD.ASL 17019/4R,BIONE,Via Bersenico Sotto,"Via Bersenico Sotto, BIONE, BS, Lombardia, Italia",POINT
CASTO: Via S.Giovanni : Piane : COD.ASL 17044/2R,CASTO,Via S.Giovanni,"Via S.Giovanni, CASTO, BS, Lombardia, Italia",POINT
PERTICA ALTA: Noffo Bassa : COD.ASL 17139/6R,PERTICA ALTA,Noffo Bassa,"Noffo Bassa, PERTICA ALTA, BS, Lombardia, Italia",POINT
PERTICA ALTA: Piazza Marconi  : Livemmo : COD.ASL 17139/1R,PERTICA ALTA,Piazza Marconi,"Piazza Marconi, PERTICA ALTA, BS, Lombardia, Italia",POINT
VESTONE: Via Tesolo : COD.ASL 17197/1R,VESTONE,Via Tesolo,"Via Tesolo, VESTONE, BS, Lombardia, Italia",POINT
MARMENTINO: Ombriano : COD.ASL 17105/3R ,MARMENTINO,Ombriano,"Ombriano, MARMENTINO, BS, Lombardia, Italia",POINT
BIONE: Via Ariolo : Dossolo : COD.ASL 17019/2R,BIONE,Via Ariolo,"Via Ariolo, BIONE, BS, Lombardia, Italia",POINT
CASTO: Via Tito Speri : COD.ASL 17044/1R,CASTO,Via Tito Speri,"Via Tito Speri, CASTO, BS, Lombardia, Italia",POINT
MURA: Piazza Cavour : COD.ASL 17115/1R,MURA,Piazza Cavour,"Piazza Cavour, MURA, BS, Lombardia, Italia",POINT
CASTO: Via Piazza : Alone : COD.ASL 17044/8R,CASTO,Via Piazza,"Via Piazza, CASTO, BS, Lombardia, Italia",POINT
PERTICA ALTA: Navono : COD.ASL 17139/4R,PERTICA ALTA,Navono,"Navono, PERTICA ALTA, BS, Lombardia, Italia",POINT
CASTO: Via Auro : COD.ASL 17044/5R,CASTO,Via Auro,"Via Auro, CASTO, BS, Lombardia, Italia",POINT
PERTICA ALTA: Noffo Alta : COD.ASL 17139/7R,PERTICA ALTA,Noffo Alta,"Noffo Alta, PERTICA ALTA, BS, Lombardia, Italia",POINT
Mura : Via V. Trainini,Mura,Via V. Trainini,"Via V. Trainini, Mura, BS, Lombardia, Italia",POINT
MARMENTINO: Ville : COD.ASL 17105/1R ,MARMENTINO,Ville,"Ville, MARMENTINO, BS, Lombardia, Italia",POINT
CASTO: Via Comero : COD.ASL 17044/6R,CASTO,Via Comero,"Via Comero, CASTO, BS, Lombardia, Italia",POINT
CASTO: Via Famea : COD.ASL 17044/3R,CASTO,Via Famea,"Via Famea, CASTO, BS, Lombardia, Italia",POINT
MURA: Via San Domenico : Posico : COD.ASL 17115/4R,MURA,Via San Domenico,"Via San Domenico, MURA, BS, Lombardia, Italia",POINT
PERTICA ALTA: Lavino : COD.ASL 17139/5R,PERTICA ALTA,Lavino,"Lavino, PERTICA ALTA, BS, Lombardia, Italia",POINT
CASTO: Via Briale : COD.ASL 17044/4R,CASTO,Via Briale,"Via Briale, CASTO, BS, Lombardia, Italia",POINT
PERTICA ALTA: Odeno : COD.ASL 17139/3R,PERTICA ALTA,Odeno,"Odeno, PERTICA ALTA, BS, Lombardia, Italia",POINT
PERTICA ALTA: Noffo Bassa : COD.ASL 17139/6R,PERTICA ALTA,Noffo Bassa,"Noffo Bassa, PERTICA ALTA, BS, Lombardia, Italia",POINT
MARMENTINO: Dosso : COD.ASL 17105/2R ,MARMENTINO,Dosso,"Dosso, MARMENTINO, BS, Lombardia, Italia",POINT
MARMENTINO: Ombriano : COD.ASL 17105/3R ,MARMENTINO,Ombriano,"Ombriano, MARMENTINO, BS, Lombardia, Italia",POINT
Marmentino : Strada Provinciale 50,Marmentino,Strada Provinciale 50,"Strada Provinciale 50, Marmentino, BS, Lombardia, Italia",POINT
PERTICA ALTA: Navono : COD.ASL 17139/4R,PERTICA ALTA,Navono,"Navono, PERTICA ALTA, BS, Lombardia, Italia",POINT
PERTICA ALTA: Noffo Alta : COD.ASL 17139/7R,PERTICA ALTA,Noffo Alta,"Noffo Alta, PERTICA ALTA, BS, Lombardia, Italia",POINT
LAVENONE: Bisenzio : COD.ASL 17087/3R,LAVENONE,Bisenzio,"Bisenzio, LAVENONE, BS, Lombardia, Italia",POINT
PERTICA ALTA: Belprato : COD.ASL 17139/2R,PERTICA ALTA,Belprato,"Belprato, PERTICA ALTA, BS, Lombardia, Italia",POINT
PERTICA ALTA: Lavino : COD.ASL 17139/5R,PERTICA ALTA,Lavino,"Lavino, PERTICA ALTA, BS, Lombardia, Italia",POINT
PERTICA ALTA: Odeno : COD.ASL 17139/3R,PERTICA ALTA,Odeno,"Odeno, PERTICA ALTA, BS, Lombardia, Italia",POINT
LAVENONE: Piazza Santo Stefano : Presegno : COD.ASL 17087/2R,LAVENONE,Piazza Santo Stefano,"Piazza Santo Stefano, LAVENONE, BS, Lombardia, Italia",POINT
PERTICA ALTA: Noffo Bassa : COD.ASL 17139/6R,PERTICA ALTA,Noffo Bassa,"Noffo Bassa, PERTICA ALTA, BS, Lombardia, Italia",POINT
PERTICA ALTA: Piazza Marconi  : Livemmo : COD.ASL 17139/1R,PERTICA ALTA,Piazza Marconi,"Piazza Marconi, PERTICA ALTA, BS, Lombardia, Italia",POINT
PERTICA ALTA: Navono : COD.ASL 17139/4R,PERTICA ALTA,Navono,"Navono, PERTICA ALTA, BS, Lombardia, Italia",POINT
LONGHENA: Piazza della Chiesa : COD.ASL 17093/1R ,LONGHENA,Piazza della Chiesa,"Piazza della Chiesa, LONGHENA, BS, Lombardia, Italia",POINT
Mairano : Via Cabrino da Mairano,Mairano,Via Cabrino da Mairano,"Via Cabrino da Mairano, Mairano, BS, Lombardia, Italia",POINT
Brandico : Via Martiri della Libertà ,Brandico,Via Martiri della Libertà,"Via Martiri della Libertà, Brandico, BS, Lombardia, Italia",POINT
MAIRANO: Piazza Calini : COD.ASL 17099/1R ,MAIRANO,Piazza Calini,"Piazza Calini, MAIRANO, BS, Lombardia, Italia",POINT
BRANDICO: Via IV Novembre : COD.ASL 17026/1R ,BRANDICO,Via IV Novembre,"Via IV Novembre, BRANDICO, BS, Lombardia, Italia",POINT
Longhena : Via Chiesa,Longhena,Via Chiesa,"Via Chiesa, Longhena, BS, Lombardia, Italia",POINT
MAIRANO: Via Mazzini : Pievedizio : COD.ASL 17099/2R,MAIRANO,Via Mazzini,"Via Mazzini, MAIRANO, BS, Lombardia, Italia",POINT
CASTO: Via Auro : COD.ASL 17044/5R,CASTO,Via Auro,"Via Auro, CASTO, BS, Lombardia, Italia",POINT
CASTO: Via Roma : Malpaga : COD.ASL 17044/7R,CASTO,Via Roma,"Via Roma, CASTO, BS, Lombardia, Italia",POINT
PERTICA ALTA: Noffo Alta : COD.ASL 17139/7R,PERTICA ALTA,Noffo Alta,"Noffo Alta, PERTICA ALTA, BS, Lombardia, Italia",POINT
Mura : Via V. Trainini,Mura,Via V. Trainini,"Via V. Trainini, Mura, BS, Lombardia, Italia",POINT
MURA: Veriano : COD.ASL 17115/2R,MURA,Veriano,"Veriano, MURA, BS, Lombardia, Italia",POINT
CASTO: Via Comero : COD.ASL 17044/6R,CASTO,Via Comero,"Via Comero, CASTO, BS, Lombardia, Italia",POINT
CASTO: Via Famea : COD.ASL 17044/3R,CASTO,Via Famea,"Via Famea, CASTO, BS, Lombardia, Italia",POINT
PERTICA ALTA: Belprato : COD.ASL 17139/2R,PERTICA ALTA,Belprato,"Belprato, PERTICA ALTA, BS, Lombardia, Italia",POINT
MURA: Via San Domenico : Posico : COD.ASL 17115/4R,MURA,Via San Domenico,"Via San Domenico, MURA, BS, Lombardia, Italia",POINT
PERTICA ALTA: Lavino : COD.ASL 17139/5R,PERTICA ALTA,Lavino,"Lavino, PERTICA ALTA, BS, Lombardia, Italia",POINT
CASTO: Via Briale : COD.ASL 17044/4R,CASTO,Via Briale,"Via Briale, CASTO, BS, Lombardia, Italia",POINT
PERTICA ALTA: Odeno : COD.ASL 17139/3R,PERTICA ALTA,Odeno,"Odeno, PERTICA ALTA, BS, Lombardia, Italia",POINT
VESTONE: Piazza Mercato : Nozza : COD.ASL 17197/5R,VESTONE,Piazza Mercato,"Piazza Mercato, VESTONE, BS, Lombardia, Italia",POINT
MURA: Via Castello : COD.ASL 17115/3R,MURA,Via Castello,"Via Castello, MURA, BS, Lombardia, Italia",POINT
CASTO: Via S.Giovanni : Piane : COD.ASL 17044/2R,CASTO,Via S.Giovanni,"Via S.Giovanni, CASTO, BS, Lombardia, Italia",POINT
PERTICA ALTA: Noffo Bassa : COD.ASL 17139/6R,PERTICA ALTA,Noffo Bassa,"Noffo Bassa, PERTICA ALTA, BS, Lombardia, Italia",POINT
PERTICA ALTA: Piazza Marconi  : Livemmo : COD.ASL 17139/1R,PERTICA ALTA,Piazza Marconi,"Piazza Marconi, PERTICA ALTA, BS, Lombardia, Italia",POINT
VESTONE: Via Tesolo : COD.ASL 17197/1R,VESTONE,Via Tesolo,"Via Tesolo, VESTONE, BS, Lombardia, Italia",POINT
MARMENTINO: Ombriano : COD.ASL 17105/3R ,MARMENTINO,Ombriano,"Ombriano, MARMENTINO, BS, Lombardia, Italia",POINT
MURA: Piazza Cavour : COD.ASL 17115/1R,MURA,Piazza Cavour,"Piazza Cavour, MURA, BS, Lombardia, Italia",POINT
PERTICA ALTA: Navono : COD.ASL 17139/4R,PERTICA ALTA,Navono,"Navono, PERTICA ALTA, BS, Lombardia, Italia",POINT
PROVAGLIO VAL SABBIA: Via Roma : Arveaco : COD.ASL 17157/4R,PROVAGLIO VAL SABBIA,Via Roma,"Via Roma, PROVAGLIO VAL SABBIA, BS, Lombardia, Italia",POINT
